Name,Arabic Name,Variant,Content
Makrur,مَكْرُور,N/A,"Makrur is an Arabic name for boys that means “repeating”, “recurring”."
Maktub,مَكْتُوب,N/A,"Maktub is an Arabic name for boys that means “written”, “recorded”, “decreed”."
Maleeh,مليح,N/A,"Maleeh is an indirect Quranic name for boys that means “handsome”, “charming”, “witty”. It is derived from the M-L-H6 root (salt, beauty) which is used twice in the Quran."
Maleek,مَلِيك,N/A,"Maleek is an Arabic name for boys that means “king”, “owner”, “master”."
Maleekan,مَلِيكان,N/A,"Maleekan is an Arabic name for boys that means “kings”, “masters”. It is the plural of Maleek."
Malih,مالح,N/A,"Malih is an indirect Quranic name for boys that means “handsome”, “charming”, “witty”. It is derived from the M-L-H6 root (salt, beauty) which is used twice in the Quran."
Malmus,مَلْمُوس,N/A,"Malmus is an Arabic name for boys that means “within reach”, “touchable”."
Malouf,مألوف,N/A,"Malouf is an indirect Quranic name for boys that means “well-known”, “good friend”, “beloved”. It is derived from the A-L-F root which is used in a number of places in the Quran."
Mamdud,مَمْدُوْد,N/A,"Mamdud is an Arabic name for boys that means “extensive”, “great”, “outspread”, “expanded”."
Mamun,مأمون,N/A,"Mamun or Ma`moon is a Quranic name for boys that means trusted, trustworthy and honorable. It is derived from the A-M-N root which is one of the most used roots in the Quran, and it is source for Imaan (faith), Mu’min (believer),  Aamana ( he/she attained to fatih). It is mentioned in Quran 70:28"
Manafi,مَنَافِع,N/A,Manafi is an Arabic name for boys that means “benefits”.
Manarul Islam,مَنَار الإسلام,N/A,"Manarul Islam is an Arabic name for boys that means “lighthouse of Islam”, meaning a person who enlightens the Muslims or has great knowledge of Islam."
Manazir,مَنَاضِر,N/A,"Manazir is an Arabic name for boys that means “radiant place”, “flourishing place”."
Mansar,مَنْصَر,N/A,"Mansar is an Arabic name for boys that means “support”, “advocacy”, “backing”."
Mansur,مَنْصُور,N/A,"Mansur is an Arabic name for boys that “overcomer”, “victor”, “triumphant”. It also means “one who is backed”, “one who is supported against his enemy”."
Mansuri,مَنْصُورِي,N/A,"Mansuri is an Arabic name for boys that means “victor”, “triumphant”."
Manzur,مَنْظُور,N/A,"Manzur is an Arabic name for boys that means “seen”, “visible”. It also means “anticipated”, “foreseen”, “expected”."
Maooni,مَعُونِيّ,N/A,"Maouni is an Arabic name for boys that means “helper”, “supporter”."
Maqasid,مَقَاصِد,N/A,"Maqasid is an Arabic name for boys that means “goals”, “aims”, “intentions”, “destinations”."
Maqbul,مَقْبُول,N/A,"Maqbul is an Arabic name for boys that means “accepted”, “approved”, especially a prayer that has been accepted by God."
Maqbuli,مَقْبُولِيّ,N/A,"Maqbuli is an Arabic name for boys that means “accepted”, “approved”, especially a prayer that has been accepted by God. It is an attribution to Maqbul."
Maqdum,مَقْدُوم,N/A,"Maqdum is an Arabic name for boys that means “begun”, “initiated”, “started”. It also means “accepted”, “approved”."
Maqdur,مَقْدُور,N/A,"Maqdur is an Arabic name for boys that means “doable”, “achievable”, “feasible”. It also means “measured”, “determined”."
Maqsud,مَقْصُود,N/A,"Maqsud is an Arabic name for boys and girls that means “desired”, “sought”. It also means “moderate”, “middle way”."
Maraheeb,مَرَاحِيب,N/A,"Maraheeb is an Arabic name for boys that means “generosity”. It also means “welcome”, “hospitality”."
Marahi,مَرَحيّ,N/A,"Marahi is an Arabic name for boys that means “joyous”, “lively”, “exuberant”."
Marashid,مَرَاشِد,N/A,Marashid is an Arabic name for boys that means “right guidance”. It is the plural of Marshad.
Marbuh,مَرْبُوح,N/A,"Marbuh is an Arabic name for boys that means “earned”, “something that was won”."
Marduf,مَرْدُوف,N/A,"Marduf is an Arabic name for boys that means “followed”, “one after whom others come”."
Mareen,مَرِين,N/A,"Mareen is an Arabic name for boys that means “gentle”, “lenient”."
Mareer,مَرِير,N/A,"Mareer is an Arabic name for boys that means “strong”, “resolved”, “firm of will”."
Marghab,مَرْغَب,N/A,"Marghab is an Arabic name for  boys that means “desire”, “wish”."
Marooh,مَرُوح,N/A,"Marooh is an Arabic name for boys that means “lively”, “joyful”, “gleeful”, “energetic”."
Marshud,مَرْشُود,N/A,"Marshud is an Arabic name for boys that means “guided to the right path”, “one the correct path”."
Marshudi,مَرْشُودِيّ,N/A,"Marshudi is an Arabic name for boys that means “guided to the right path”, “one the correct path”. It is an attribution to Marshud."
Maruf,مَعْرُوْف,N/A,"Maruf is an Arabic name for boys that means “good”, “acceptable”, “customary”. It is used 38 times in the Quran."
Marzi,مَرْضِيّ,N/A,"Marzi is an Arabic name for boys that means “approved”, “liked”, “chosen”, “beloved”, “pleasing”."
Marzooq,مَرْزُوْق,N/A,Marzooq is an Arabic boy name that means “one who has been given provision/good things/talents”.
Marzuqi,مَرْزُوقِيّ,N/A,"Marzuqi is an Arabic name for boys that means “blessed by God”, “one who is given provision”."
Marzuqullah,مَرْزُوق الله,N/A,"Marzuqullah is an Arabic name for boys that means “blessed by God”, “one who is given provision by God”."
Masad,مَصَاد,N/A,"Masad is an Arabic name for boys that means “hunting ground”, a place where people hunt animals."
Masadiq,مَصَادِيق,N/A,"Masadiq is an Arabic name for boys that means “loyal”, “faithful”, “trustworthy”."
Masajid,مَسَاجِد,N/A,"Masajid is an Arabic name for boys that means “mosques”, “places of worship”. It is the plural of Masjid."
Masari,مَسَارِي,N/A,"Masari is an Arabic name for boys that is an attribution to Masar, which means “road”, “path”, “direction of travel”, thus Masari means “on the road”, “belonging to the road”."
Masbat,مَسْبَت,N/A,"Masbat is an Arabic name for boys that means “place of rest”, “place of sleep”."
Masduq,مَصْدُوْق,N/A,"Masduq is an indirect Quranic name for boys that means “trusted”, “credible”, “believed in”, “one to whom people are devoted and faithful”. Masduq is derived from the SAD-D-Q root which is used in many places in the Quran."
Maseeri,مَصِيريّ,N/A,"Masiri is an Arabic name for boys that means “of or related to fate and destiny”, being an attribution to Masir (“fate”, “destiny”). It is also an attribution to Masirah, which is a region of the Oman Sultanate in the Arabian Peninsula."
Mashahid,مَشَاهِد,N/A,"Mashahid is an Arabic name for boys that means “scenes”, “landscapes”, “panoramas”, “spectacles”, “views”. It is a plural of Mashhad."
Mashari,مَشَارِيّ,N/A,"Mashari is an Arabic name for boys that means “of or related to a honeycomb cell”, it is an attribution to Mashar."
Mashariq,مَشَارِق,N/A,"Mashariq is an Arabic name for boys that means “east”, “eastern parts”, “orient”. It is the plural of Mashriq."
Mashawir,مَشَاوِر,N/A,"Mashawir is an Arabic name for boys that means “honeycomb cells”, it is the plural of Mashar (“honeycomb cell”), which is one of the cells in a honeycomb that hold honey."
Masheedi,مَشِيدِيّ,N/A,"Masheedi is an Arabic name for boys that means “high in rank and status”, “great”. It is an attribution to Masheed."
Mashhad,مَشْهَد,N/A,"Mashhad is an Arabic name for boys that means “scene”, “view”, “spectacle”. It also means “gathering”, “group of people”."
Mashhur,مشهور,N/A,"Mashhur is an indirect Quranic name for boys that means “famous”, “well-known”. It is derived from the SH-H26-R root (fame, crescent moon, month) which is used in many places in the Quran."
Mashkur,مَشْكُور,N/A,"Mashkur is an Arabic name for boys that means “appreciated”, “thanked”, a person whose acts have gained the gratefulness of others."
Mashkuri,مَشْكُوري,N/A,"Mashkuri is an Arabic name for boys that means “appreciated”, “thanked”, a person whose acts have gained the gratefulness of others. It is an attribution to Mashkur."
Mashriq,مَشْرِق,N/A,"Mashriq is an Arabic name for boys that means “the direction of the east”, “the east”, “the orient”."
Mashriqi,مَشْرِقيّ,N/A,"Mashriqi is an Arabic name for boys that means “one who belongs to the east”, “eastern”, “oriental”."
Mashruh,مَشْرُوح,N/A,"Mashruh is an Arabic name for boys that means “explained”. It also means “relaxed”, “opened”, especially referring to a heart that is open to accept something."
Masik,مَاسِك,N/A,"Masik is an Arabic name for boys that means “grasper”, “holder”, figuratively meaning one who follows a religion or ideology. It also means “one who uses musk”."
Masir,مَصِيْر,N/A,"Masir is an Arabic name for boys that means “destiny”, “fate”, “final destination”. It is used 28 times in the Quran."
Masjid,مَسْجِد,N/A,"Masjid is an Arabic name for boys that means “mosque”, “place of worship”."
Maskun,مَسْكُون,N/A,"Maskun is an Arabic name for boys that means “inhabited”, “occupied”, “lived in”."
Masoodan,مَسُودان,N/A,Masudan is an an Arabic name for boys that means “one selected by a group of people to be their chief and leader”.
Masud,مَسْعُوْد,N/A,"Masud is an indirect Quranic name for boys that means “happy”, “blessed”, “successful”. Masud is derived from the S-AIN-D root which is used in many places in the Quran."
Masudi,مَسْعُودِي,N/A,"Masudi is an Arabic name for boys that means “happy”, “joyful”. It is an attribution to Masud."
Matalib,مَطَالِب,N/A,"Matalib is an Arabic name for boys that means “demands”, “desires”, “things that are sought”. It is the plural of Matlab."
Matar,مَطَر,N/A,Matar is an Arabic name for boys that means “rain”.
Matari,مَطَري,N/A,"Matari is an Arabic name for boys and girls that means “like rain”, being an attribution to Matar."
Matee,مَاتِع,N/A,"Matee is an indirect Quranic name for boys that means “one who has many good qualities”, “extremely good”. It is derived from the M-T-AIN root (“to enjoy”, “to have”), which is used in many places in the Quran."
Mateer,مَطِير,N/A,"Mateer is an Arabic name for boys that means “rainy”, “a place that experiences rain”."
Mateeri,مَطِيري,N/A,"Mateeri is an Arabic name for boys that means “like rain”, “like a rainy place”. It is an attribution to Mateer."
Matir,مَاطِر,N/A,Matir is an Arabic name for boys that means “rainy day”. It also means “fast-running horse”.
Matlab,مَطْلَب,N/A,"Matlab is an Arabic name for boys that means “desire”, “demand”, “goal”."
Matlub,مَطْلوب,N/A,"Matlub is an Arabic name for boys that means “desired”, “sought after”, “demanded”."
Mauddin,مُعَدِّن,N/A,Muaddin is an Arabic name for boys that means “miner”.
Mawfoud,مَوْفُود,N/A,"Mawfoud is an Arabic name for boys that means “delegate”, “agent”, “deputy”, a person who has been sent somewhere to act on behalf of someone else."
Mawhab,مَوهَب,N/A,"Mawhab is an Arabic name for boys that means “given” ,”gifted”, “bestowed”, something given freely."
Mawhad,مَوْحَد,N/A,"Mawhad is an Arabic name for boys that means “one”, “singular”."
Mawhub,مَوْهُوب,N/A,"Mawhub is an Arabic name for boys that means “given freely”, “bestowed”, “gifted”, especially meaning “gift from God”."
Mawjud,مَوْجُود,N/A,"Mawjud is an Arabic name for boys that means “existing”, “existent”, “actual”, “accessible”, “obtainable”."
Mawoud,مَوْعُود,N/A,"Mawoud is an Arabic name for boys that means “appointed”, “determined”, “promised”, “promisee”."
Mawthuq,مَوْثُوق,N/A,"Mawthuq is an Arabic name for boys that means “trusted”, “trustworthy”."
Mazahir,مَظَاهِر,N/A,"Mazahir is an Arabic name for boys that means “scenes”, “views”, “vistas”."
Mazeed,مَزِيد,N/A,"Mazeed is an Arabic name for boys that means “abundance”, “plenty”, “more”, “increase”."
Mazhur,مَظْهُور,N/A,"Mazhur is an Arabic name for boys that means “clear”, “apparent”."
Mazin,مَازِن,N/A,Arabic for “rain-bearing cloud”.
Mazkur,مَذْكُور,N/A,"Mazkur is an Arabic name for boys that means “remembered”, “mentioned”, one who is spoken about and praised among people."
Miad,مِيعاد,N/A,"Miad is an Arabic name for boys and girls that means “date”, “appointment”, “set time”. The Quran uses it to refer to the Day of Judgment, since it is an appointment that all humans have to attend."
Mibshar,مِبْشَار,N/A,"Mibshar is an Arabic name for boys that means “happy”, “joyous”."
Midadi,مِدَادِي,N/A,"Midadi is an Arabic name for boys that means “tall”, “high”. It also means “example”, “method”. It also means “pen”, “that which is written with”."
Midrar,مِدْرَار,N/A,"Midrar is an Arabic name for boys that means “abundant”, “copious”, “exuberant”, “flowing”."
Mieshar,مِعْشَار,N/A,Mieshar is an Arabic name for boys that means “one tenth”.
Mietaf,مِعْطَاف,N/A,"Mietaf is an Arabic name for boys that means “compassionate”, “sympathetic”, “affectionate”"
Mietawi,مِعْطَاوِي,N/A,Mietawi is an Arabic name for boys that means “generous”.
Miftahuddin,مِفْتَاحُ الدِّيْن,N/A,"Miftahuddin is an Arabic name for boys that means “guide of the faith”, a person who guides the Muslims."
Mifyaz,مِفْيَاض,N/A,"Mifyaz is an Arabic name for boys that means “one from whom much good comes”, “one who is extremely generous”."
Mihwar,مِحْوَر,N/A,"Mihwar is an Arabic name for boys that means “axis”, “pivot”."
Mijbar,مِجْبَار,N/A,"Mijbar is an Arabic name for boys that means “one who mends and improves things”, such as a person who mends the relationships between people, or a person who mends a broken object."
Mijdad,مِجْداد,N/A,"Mijdad is an Arabic name for boys that means “great”, “strong”. It also means “one who strives much”."
Milad,مِيلَاد,N/A,"Milad is an Arabic name for boys that means “birth day”, “birth”, “nativity”, “parentage”, “noble lineage”."
Minhajuddin,مِنْهَاج الدِّين,N/A,"Minhajuddin is an Arabic name for boys that means “curriculum of the faith”, “path of the faith”, meaning a person who teaches and guides the Muslims."
Minsar,مِنْصَار,N/A,"Minsar is an Arabic name for boys that means “winner”, “victor”."
Miqdam,مِقْدَام,N/A,"Miqdam is an Arabic name for boys that means “brave”, “courageous”, “bold”."
Miraf,مِعْرَاف,N/A,"Miraf is an Arabic name for boys that means “perceptive”, “keen”, “intelligent”."
Miraj,مِعْرَاج,N/A,"Miraj is an Arabic name for boys that means “ascent”, “route of ascent”, “place of ascent”, “ladder”, “stairs”. In Islamic literature it refers to the Prophet’s miraculous journey from Jerusalem to heaven, peace and blessings of Allah upon him."
Mirajuddin,مِعْرَاج الدين,N/A,"Mirajuddin is an Arabic name for boys that means “ascent of the faith”, a person who causes the Muslims to become great."
Mirfiq,مِرْفِق,N/A,"Mirfiq is an Arabic name for boys that means “beneficial”, “helpful”."
Mirghad,مِرْغَاد,N/A,"Mirghad is an Arabic name for boys that means “one who does much good”, “one who brings much good”."
Mirsad,مِرْصَاد,N/A,"Mirsad is an Arabic name for boys that means “lookout”, “observation post”, “observatory”, “place of ambush” (a place where people lie in wait for ambush someone/something)."
Mirsal,مِرْسَال,N/A,"Mirsal is an Arabic name for boys that means “message-bearer”, “messenger”."
Mirshadi,مِرْشَادي,N/A,"Mirshadi is an Arabic name for boys that means “well-guided”, “on the right path”. It is an attribution to Mirshad."
Mirwaf,مِرْوَاف,N/A,"Mirwaf is an Arabic name for boys that means “kind”, “compassionate”."
Mirzai,مِرْضَاي,N/A,"Mirzai is an Arabic name for boys that means “satisfied”, “content”. It also means “one who gains the approval and satisfaction of others”."
Mirzaq,مِرْزَاق,N/A,"Mirzaq is an Arabic name for boys that means “one who is blessed with much provision”, “one who lives in plenty”."
Misbahi,مِصْبَاحِي,N/A,"Misbahi is an Arabic name for boys that means “radiant”, “brilliant”. It is an attribution to Misbah (“lamp”)."
Misbaq,مِسْبَاق,N/A,"Misbaq is an Arabic name for boys that means “ahead”, “advanced”."
Misdad,مِسْدَاد,N/A,"Misdad is an Arabic name for boys that means “sensible”, “faultless”, “reasonable”, “one who achieves his aim”."
Mishdad,مِشْدَاد,N/A,"Mishdad is an Arabic name for boys that means “strong”, “tough”."
Mishraq,مِشْرَاق,N/A,"Mishraq is an Arabic name for boys that means “radiant”, “brilliant’."
Misk,مِسْك,N/A,Misk is an Arabic name for boys that means “musk”. It can also refer to any type of perfume.
Miski,مِسْكِيّ,N/A,Miski is an Arabic name for boys that means “like musk” (one smells good like musk). It is an attribution to Misk.
Misrar,مِسْرَار,N/A,"Misrar is an Arabic name for boys that means “one who says things that bring joy and happiness to others”, “one who makes others happy”."
Misri,مِصْري,N/A,Misri is an Arabic name for boys that means “Egyptian”. It is an attribution to Misr (“Egypt”).
Mithal,مِثَال,N/A,"Mithal is an Arabic name for boys and girls that means “example”, “model”, “ideal”."
Mithar,مِيثَار,N/A,"Mithar is an Arabic name for boys that means “one who prefers others to himself”, “one who thinks of others before himself”, a person who is generous and not selfish."
Mizan,مِيْزَان,N/A,"Mizan is a direct Quranic for boys that means “balance”, “scales”, “measure”, “weight”, and in the Quran it often refers to the divine guidance that lets humans weigh and measure the propriety and justice of deeds. Mizan is used nine times in the Quran."
Mizhir,مِزْهِر,N/A,Mizhir is an Arabic name for boys that means “a place that is filled with flowers”.
Moein,مُعِيْن,N/A,"Moein is an indirect Quranic name for boys that means “helper”, “supporter”, “caretaker”, “provider of refuge”. It is derived from the AIN-W-N Quranic root which is used in many places in the Quran."
Moez,مُعِزّ,N/A,"Moez is an indirect Quranic name for boys that means “one who honors others”, “one who grants honor”. It is derived from the AIN-Z-Z root which is used in many places in the Quran."
Mouhib,مُوهِب,N/A,"Mouhib is an Arabic name for boys that means “giving”, “generous”."
Moujab,مُعْجَب,N/A,"Moujab is an Arabic name for boys that means “amazed”, “impressed”, “pleased”."
Moujib,مُعْجِب,N/A,"Moujib is an Arabic name for boys that means “amazing”, “impressive”, “pleasing”."
Moujid,مُوجِد,N/A,"Moujid is an Arabic name for boys that means “creator”, “one who brings something about”."
Moukid,مُوكِد,N/A,"Moukid is an Arabic name for boys that means “one who has affirmed an oath”, “one who makes a solemn promise”."
Moumin,مُؤْمِن,N/A,"Moumin is an Arabic name for boys that means “believer”, “one who believes in God”. It is used 22 times in the Quran."
Mouminun,مُؤْمِنُوْن,N/A,"Mouminun is an Arabic name for boys that means “believers”, “ones who believe in God”. It is used 35 times in the Quran."
Moumir,معمِّر,N/A,Moumir is an Arabic name for boys that means “long-lived”.
Mouqib,مُعْقِب,N/A,Mouqib is an Arabic name for boys that means “on who gives a goodly reward to someone”.
Mourib,مُعْرِب,N/A,"Mourib is an Arabic name for boys that means “fluent”, “eloquent”."
Mousir,مُوسِر,N/A,"Mousir is an Arabic name for boys that means “rich”, “wealthy”, “needless”."
Moutaaz,مُعْتَاز,N/A,"Moutaaz is an Arabic name for boys that means “possessor of great honor and glory”, “powerful”, “mighty”. It is a variant of Moutaz."
Moutabir,مُعْتَبِر,N/A,"Moutabir is an Arabic name for boys that means “tester”, one who tests something. It also means “one who learns life’s lessons”, “introspective”."
Moutadil,مُعْتَدِل,N/A,"Moutadil is an Arabic name for boys that means “straight”, “balanced”."
Moutamad,مُعْتَمَد,N/A,"Moutamad is an Arabic name for boys that means “reliable”, “relied upon”. It also means “aim”, “goal”."
Moutamid,مُعْتَمِد,N/A,"Moutamid is an Arabic name for boys that means “reliant”, a person who relies on someone or something."
Moutaq,مُعْتَق,N/A,"Moutaq is an Arabic name for boys that means “freed”, “freed slave”."
Moutaqad,مُعْتَقَد,N/A,"Moutaqad is an Arabic name for boys that means “belief”, “conviction”, “faith”, “tenet”."
Moutaqid,مُعْتَقِد,N/A,"Moutaqid is an Arabic name for boys that means “believer”, “faithful”, one who has an unshakeable belief in something, especially belief in God."
Moutasam,مُعْتَصَم,N/A,"Moutasam is an Arabic name for boys that means “refuge”, “recourse”, a place or time where/when people take refuge."
Moutasim,مُعْتَصِم,N/A,"Moutasim is an Arabic name for boys that means “one who takes refuge”, “one who takes recourse”, especially one who takes refuge in God and puts his trust in Him."
Moutaz,مُعْتز,N/A,"Moutaz is an Arabic name for boys that means “possessor of great honor and glory”, “powerful”, “majestic”."
Moutaz Billah,مُعْتَز بالله,N/A,"Moutaz Billah is an Arabic name for boys that means “one who has high honor and glory through God”, one who is given power and honor by God."
Moutazim,مُعْتَزِم,N/A,"Moutazim is an Arabic name for boys that means “determined”, “resolved”, “persevering”."
Mouti,مُعْطِي,N/A,Mouti is an Arabic name for boys that means “generous”.
Moutiq,مُعْتِق,N/A,"Moutiq is an Arabic name for boys that means “one who frees someone or something”, “one who frees a slave”."
Moutir,مُوتِر,N/A,"Moutir is an Arabic name for boys that means “one who prays the witr prayer”, which is a voluntary prayer performed during the night."
Muaddal,مُعَدَّل,N/A,"Muaddal is an Arabic name for boys that means “tuned”, “corrected”, “reformed”, “rectified”."
Muaddil,مُعَدِّل,N/A,"Muaddil is an Arabic name for boys that means “equalizer”, “rectifier”, “tuner”."
Muaddini,مُعَدِّنِي,N/A,Muaddini is an Arabic name for boys that means “like a miner”.
Muain,مُعَين,N/A,"Muein is an Arabic name for boys that means “helper”, “supporter”."
Mualla,مُعَلَّا,N/A,"Muallaa is an Arabic name for boys that means “exalted”, “raised”, one who is made great by someone else."
Muallam,مُعَلَّم,N/A,"Muallam is an Arabic name for boys that means “educated”, “learned”, “taught”, a person who has received education."
Mualli,مُعَلِّي,N/A,"Mualli is an Arabic name for boys that means “exalter”, “raiser”, “glorifier”."
Muallim,مُعَلِّم,N/A,Muallim is an Arabic name for boys that means “teacher”.
Muameer,مُعمِّير,N/A,Muammeer is an Arabic name for boys that means “long-lived”. It is a variant of Muammir.
Muammal,مُومَّل,N/A,"Muammal is an Arabic name for boys that means “hoped for”, “wished for”, “desired”."
Muammar,مُعَمَّر,N/A,Muammar is an Arabic name for boys that means “long-lived”. It also means “a land that has been inhabited and built up” (as opposed to a wild uninhabited land).
Muarrif,مُعَرِّف,N/A,"Muarrif is an Arabic name for boys that means “guide”, “one who guides others to the right path”."
Muarrifi,مُعرِّفي,N/A,"Muarrifi is an Arabic name for boys that means “guide”, “one who guides others to the right path”. It is an attribution to Muarrif."
Muashir,مُعَاشِر,N/A,"Muashir is an Arabic name for boys that means “close friend”, “fellow”, “companion”."
Muawini,مُعَاوِني,N/A,"Muawini is an Arabic name for boys that means “helper”, “supporter”. It is an attribution to Muawin."
Muawwiz,مُعوِّض,N/A,"Muawwiz is an Arabic name for boys that means “giver of restitution”, one who gives something to someone in place of something that person lost."
Muayish,مُعَايِش,N/A,Muayish is an Arabic name for boys that means “one who lives with others in friendship and harmony”.
Muayyad,مُوَيَّد,N/A,"Muayyad is an Arabic name for boys that means “supported”, “backed”."
Muaz,مُعَاذ,N/A,"Muaz is an Arabic name for boys that means “protected”, “guarded”."
Muazid,مُعَاضِد,N/A,"Muazid is an Arabic name for boys that means “supporter”, “helper”."
Muazzid,مُعَضِّد,N/A,"Muazzid is an Arabic name for boys that means “strengthener”, “supporter”, “helper”."
Muazzim,مُعْزِم,N/A,"Muazzim is an Arabic name for boys that means “resolved”, “resolute”, “firm of will”."
Muazzimuddin,مُعظِّم الدين,N/A,Muazzimuddin is an Arabic name for boys that means “one who brings greatness to the religion”
Muazzir,مُعَزِّر,N/A,"Muazzir is an Arabic name for boys that means “supporter”, “helper”."
Mubarak,مُبَارَك,N/A,Mubarak is an Arabic name for boys that means “blessed”.
Mubariz,مُبَارِز,N/A,"Mubariz is an indirect Quranic name for boys that means “warrior”, “fighter”. It is derived from the B-R-Z root (“to be visible”) which is used in the Quran."
Mubarrik,مُبَرِّك,N/A,Mubarrik is an Arabic name for boys that means “cloud that bears heavy rain”. It also means “one who prays for someone else to be blessed”.
Mubashir,مُبَشِّر,N/A,"Mubashir is a direct Quranic name for boys that means “bringer of good news”, “bringer of glad tidings”, and it is one of the words that the Quran uses to describe Prophet Muhammad ﷺ. Mubashir is used five times in the Quran."
Mubdir,مُبْدِر,N/A,"Mubdir is an Arabic name for boys that means “one upon whom the full moon shines”, from the word Badr (“full moon”)."
Mudassir,مُدَّثِّر,N/A,"Mudassir is a direct Quranic name for boys. It is an easier pronunciation of Mudathir, used by both Arabs and non-Arabs. You can use either Mudassir or Mudathir, whichever you like, it doesn’t affect the meaning. For more details please see the main entry at Mudathir."
Mudathir,مُدَّثِّر,N/A,"Mudathir is a direct Quranic name for boys that means “clothed”, “enveloped in garments”, or “dressed” (in a particular way, “mudathir fi burdatun sawdaa’un” means “dressed in a black garment”). It is the name of chapter 74 of the Quran and it is used in the first verse of the chapter to describe Prophet Muhammad, peace and blessings of Allah upon him."
Mueid,مُعِيد,N/A,"Mueid is an Arabic name for boys that means “skilled”, “experienced”, “sagacious”."
Mueidi,مُعِيدِيّ,N/A,"Mueidi is an Arabic name for boys that means “skilled”, “experienced”, “sagacious”. It is an attribution to Mueid."
Mueinuddin,مُعِين الدين,N/A,"Mueinuddin is an Arabic name for boys that means “supporter of the faith”, “helper of the faith”, a person who helps and supports Islam and Muslims."
Mufakkir,مُفَكِّر,N/A,"Mufakkir is an Arabic name for boys that means “thinker”, “keen”, “sharp-minded”."
Mufazzal,مُفَضَّل,N/A,"Mufazzal is an Arabic name for boys that means “honorable”, “doer of good deeds”."
Mufazzil,مُفَضِّل,N/A,"Mufazzil is an Arabic name for boys that means “extremely honorable”, “extremely generous”."
Mufiduddin,مُفِيد الدين,N/A,"Mufiduddin is an Arabic nme for boys that means “one who benefits the faith”, meaning one who benefits Islam and Muslims."
Mufizuddin,مُفِيض الدين,N/A,"Mufizuddin is an Arabic name for boys that means “one who does much good for the faith”, a person who does good deeds toward Islam and Muslims."
Muflah,مُفْلَح,N/A,Muflah is an Arabic name for boys that means “successful”.
Muflih,مُفْلِح,N/A,"Muflih is an indirect Quranic name for boys that means “successful”, “prosperous”. It is derived from the F-L-H6 root which is used in many places in the Quran."
Muflihi,مُفْلِحيّ,N/A,Muflihi is an Arabic name for boys that means “successful”. It is an attribution to Muflih.
Mufzil,مُفْضِل,N/A,"Mufzil is an Arabic name for boys that means “doer of good deeds”, “honorable”."
Mughamir,مُغَامِر,N/A,"Mughamir is an Arabic name for boys that means “adventurous”, “daring”."
Mughir,مُغِير,N/A,"Mughir is an Arabic name for boys that means “attacker”, “raider”."
Mughirah,مُغِيرة,N/A,"Mughirah is an Arabic name for boys that means “attacker”, “raider”."
Mughith,مُغِيث,N/A,"Mughith is an Arabic name for boys that means “savior”, “rescuer”."
Mughithi,مُغِيثِي,N/A,"Mughith is an Arabic name for boys that means “savior”, “rescuer”. It is an attribution to Mugith."
Mughithuddin,مُغِيث الدين,N/A,"Mughithuddin is an Arabic name for boys that means “savior of the faith”, “rescuer of the faith”, meaning a person who saves and rescues Islam and Muslims."
Mughram,مُغْرَم,N/A,"Mughram is an Arabic name for boys that means “obsessed with”, “in love with”."
Mughtin,مُغْتِن,N/A,"Mughtin is an Arabic name for boys that means “rich”, “needless”."
Muhabbab,مُحَبَّب,N/A,Muhabbab is an Arabic name for boys that means “loved” [by others].
Muhabbib,مُحَبِّب,N/A,Muhabbib is an Arabic name for boys that means “one who causes others to love someone or something”.
Muhafaz,مُحَافَظ,N/A,"Muhafaz is an Arabic name for boys that means “protected”, “guarded”."
Muhaffiz,مُحَفِّظ,N/A,"Muhaffiz is an Arabic name for boys that means “one who causes others to receive knowledge”, literally meaning “one who causes others to memorize”."
Muhafiz,مُحَافِظ,N/A,"Muhafiz is an Arabic name for boys that means “protector”, “keeper”. In political contexts it means “conservative”."
Muhaisan,مُحَيْسن,N/A,"Muhaisan is an Arabic name for boys that means “improved”, “beautified”."
Muhajir,مُهَاجِر,N/A,"Muhajir is a direct Quranic name for boys that means “one who avoids”, “one who leaves something/somewhere”, and when used as a name it means “one who avoids sins”, “one who leaves bad things alone (doesn’t engage in them)”, “one who leaves the world alone (is not greedy)”. Muhajir also means “one who performs Hijrah“, which is migration to a place for the sake of Allah. It is derived from the H26-J-R Quranic root."
Muhajjad,مُهَجَّد,N/A,"Muhajjad is an Arabic name for boys that means “put to sleep”, a person that has been put to sleep by someone else, such as a child put to sleep by his mother."
Muhammad,محمّد,N/A,"Muhammad is a direct Quranic name for boys that means “a person in which praiseworthy characteristics are abundant”, “a person who deserves constant praise due to their good traits”. It is the name of Islam’s Prophet (salalahu alaihi wa sallam). Before Islam, only seven people among the Arabs were known to have this name according to the Lisan al-Arab dictionary. After Islam it became one of the world’s most popular names, if not the most popular one. Muhammad is mentioned seven times in the Quran."
Muhassan,مُحَسَّن,N/A,"Muhassan is an Arabic name for boys that means “beautified”, “improved”."
Muhassin,مُحَسِّن,N/A,"Muhassin is an Arabic name for boys that means “beautifier”, “improver”."
Muhawwin,مُهَوِّن,N/A,"Muhawwin is an Arabic name for boys that means “facilitator”, “one who makes something easy”."
Muhazab,مُحَازَب,N/A,"Muhazab is an Arabic name for boys that means “supported”, “backed”, “followed”."
Muhazib,مُحَازِب,N/A,"Muhazib is an Arabic name for boys that means “supporter”, “advocate”, “partisan”."
