Name,Arabic Name,Variant,Content
Mudathira,مُدَّثِّرَة,N/A,"Mudathira is an indirect Quranic name for girls that means “clothed”, “enveloped in garments”, or “dressed” (in a particular way, “mudathira fi burdatun sawdaa’un” means “dressed in a black garment”). Mudathira is derived from the D-TH-R root which is used in chapter 74 of the Quran."
Mueena,مُعِيْنَة,N/A,"Mueena is an indirect Quranic name for girls that means “helper”, “supporter”, “caretaker”, “provider of refuge”. It is derived from the AIN-W-N Quranic root which is used in many places in the Quran."
Mueidah,مُعِيدة,N/A,"Mueidah is an Arabic name for girls that means “skilled”, “experienced”, “sagacious”."
Mufazzalah,مُفَضَّلَة,N/A,"Mufazzalah is an Arabic name for girls that means “honorable”, “doer of good deeds”."
Mufazzilah,مُفَضِّلَة,N/A,"Mufazzilah is an Arabic name for girls that means “extremely honorable”, “extremely generous”."
Mufidah,مُفِيدة,N/A,Mufidah is an Arabic name for girls that means “beneficial”.
Mufizah,مُفِيضة,N/A,"Mufizah is an Arabic name for girls that means “one from whom much good comes”, “one who is extremely generous and kind”."
Mufliha,مُفْلِحَة,N/A,"Mufliha is an indirect Quranic name for girls that means “successful”, “prosperous”. It is derived from the F-L-H6 root which is used in many places in the Quran."
Mughithah,مُغِيثَة,N/A,"Mughithah is an Arabic name for girls that means “savior”, “rescuer”."
Muhajira,مُهَاجِرَة,N/A,"Muhajirah is an indirect Quranic name for girls that means “one who avoids”, “one who leaves something/somewhere”, and when used as a name it means “one who avoids sins”, “one who leaves bad things alone (doesn’t engage in them)”, “one who leaves the world alone (is not greedy)”. Muhajirah also means “one who performs Hijrah“, which is migration to a place for the sake of Allah. It is derived from the H26-J-R Quranic root."
Muhannaa,مُهَنَّا,N/A,"Muhannaa is an Arabic name for girls that means “congratulated”, “well greeted”, “given good tidings”."
Muhannah,مُهَنَّة,N/A,"Muhannah is an Arabic name for girls that means “congratulated”, “well greeted”, “given good tidings”."
Muhassanah,مُحَسَّنة,N/A,"Muhassanah is an Arabic name for girls that means “beautified”, “improved”."
Muhassinah,مُحَسِّنة,N/A,"Muhassinah is an Arabic name for girls that means “beautifier”, “improver”."
Muhdah,مُهْدَة,N/A,"Muhdah is an Arabic name for girls that means “plain”, “flat land”."
Muhibbat,مُحِبَّات,N/A,Muhibbat is an Arabic name for girls that means “one who loves [someone or something]”. It is the plural of Muhibah.
Muhjaa,مُهْجَا,N/A,"Muhjaa is an Arabic name for girls that means “blood”, “heart”, “soul”."
Muhjidaa,مُهْجِدَا,N/A,"Muhjidaa is an Arabic name for girls that means “one who puts someone to sleep”, such as a mother who puts her child to sleep."
Muhlah,مُهْلَة,N/A,"Muhlah is an Arabic name for girls that means “leniency”, “forbearance”."
Muhsinah,مُحْسِنَة,N/A,Muhsinah is an Arabic name for girls that means “doer of good deeds”.
Muhtaramah,مُحْتَرَمة,N/A,"Muhtaramah is an Arabic name for girls that means “respected”, “honored”."
Muhtarimah,مُحْتَرِمة,N/A,"Muhtarimah is an Arabic name for girls that means “one who respects others”, “one who honors others”."
Muiddah,مُعِدَة,N/A,Muiddah is an Arabic name for boys that means “preparer”.
Mujahidah,مُجَاهِدَة,N/A,"Mujahidah is an Arabic name for boys that means “striver”, “struggler”, especially one who struggles in the service of God, for example by resisting temptations, doing good deeds, or struggling against evil and corruption with speech and deeds."
Mujeedah,مُجِيدَة,N/A,Mujeedah is an Arabic name for girls that means “gracious”.
Mujiba,مجيبة,N/A,"Mujiba means “responder”, “answerer”, a person who answers other’s calls for help. It is not directly mentioned in the Quran but it derived from J-W-B root which is used in the Quran and is the source of one of the 99 names of Allah: al-Mujib (The Answerer of Prayers). Below is an example of the use of the J-W-B root in the Quran:"
Mujiddah,مُجِدَّة,N/A,"Mujiddah is an Arabic name for girls that means “conscientious”, “striving”, “struggling”."
Mujillah,مُجِلَّة,N/A,"Mujillah is an Arabic name for girls that means “great”, “strong”, “powerful”."
Mujirah,مُجِيرَة,N/A,"Mujirah is an Arabic name for girls that means “rescuer”, “savior”, “protector”."
Mujtahidah,مُجْتَهِدة,N/A,"Mujtahidah is an Arabic name for girls that means “striver”, “struggler”."
Mukarramah,مُكَرَّمة,N/A,"Mukarramah is an Arabic name for girls that means “respected”, “honored”. It is one of the titles of the city of Mecca."
Mukawwinah,مُكَوِّنَة,N/A,"Mukawwinah is an Arabic name for girls that means “creator”, “builder”, “one who puts something together”."
Mukhallisah,مُخَلِّصَة,N/A,"Mukhallisah is an Arabic name for girls that means “purifier”, “selector”, “picker”, “chooser”."
Mukhlasah,مُخْلَصَة,N/A,"Mukhlasah is an Arabic name for boys that means “chosen”, “selected”, “purified”."
Mukhlisah,مُخْلِصَة,N/A,"Mukhlisah is an Arabic name for girls that means “loyal”, “faithful”, “sincere”."
Mukhtarah,مُخْتَارة,N/A,"Mukhtarah is an Arabic name for girls that means “chosen”, “fine”, “superior”, “excellent”."
Mulan,مُلان,N/A,"Mulan is an Arabic name for girls that means “gentle”, “soft”."
Mulhah,مُلْحَة,N/A,"Mulhah is an Arabic name for girls that means “witty and charming speech”, “quip”, “witticism”."
Mulhat,مُلْحَتْ,N/A,"Mulhat is the Turkish form of the Arabic girl name Mulhah which means “witty and charming speech”,  “quip”, “witticism”."
Mulukah,مُلُوكة,N/A,Mulukah is an Arabic name for girls that means “queen”. It the feminine form of Muluk.
Muminah,مؤمنة,N/A,"Muminah means “feminine believer”, “feminine faithful”, “believing woman”, it is derived from imaan (faith). It is mentioned in a number of places in the Quran, such as 33:36:"
Mumtazah,مُمْتَازَة,N/A,"Mumtazah is an Arabic name for girls that means “excellent”, “exceptional”, “splendid”."
Munadiyah,مُنَادِيَة,N/A,"Munadiyah is an Arabic name for girls that means “caller”, one who calls someone by name."
Munadiyat,مُنَادِيَات,N/A,"Munadiyat is an Arabic name for girls that means “callers”, the plural of Munadiyah, one who calls someone by name."
Munajidah,مُنَاجِدَة,N/A,"Munajidah is an Arabic name for girls that means “helper”, “supporter”."
Mundiyah,مُنْدِيَة,N/A,"Mundiyah is an Arabic name for girls that means “generous”, “giving”."
Muneeba,مُنيبة,N/A,"Muneebah is an Arabic name for girls that means “one who always returns to God”, “one who does not insist on sinning”."
Munia,مُنْيا,N/A,"Munia is an Arabic name for boys that means “wish”, “hope”."
Muniah,مُنْيَة,N/A,"Muniah is an Arabic name for girls that means “wish”, “hope”."
Munira,منيرة,N/A,"Munira means enlightening, brilliant, full of light. It is the feminine version of the name Munir."
Munisa,مؤنسة,N/A,"Munisa is a name for girls that means friendly and affable, “a girl or woman who enters peace and happiness into people’s hearts”, and who makes people feel safe from danger and worry. It comes from the A-N-S root which is the source of many Quranic words. Munisa is not directly mentioned in the Quran, but its root is mentioned, so it is an indirect Quranic name."
Munjidah,مُنْجِدَة,N/A,"Munjidah is an Arabic name for girls that means “rescuer”, “savior”."
Muntasiriyyah,مُنْتَصِريَّة,N/A,"Muntasiriyyah is an Arabic name for girls that menas “winning”, “victorious”. It is an attribution to Muntasir."
Muradat,مُرَادَات,N/A,"Muradat is an Arabic name for girls that means “beloved”, “desired”, “wished for”."
Muraihah,مُرَيْحَة,N/A,"Muraihah is an Arabic name for girls that means “liveliness”, “joyfulness”. It is the feminine form of Muraih, which is the diminutive form of Marah."
Muraziyah,مُرَاضِيَة,N/A,"Muraziyah is an Arabic name for boys that means “one who gains the approval of another person”, “one who causes someone to be satisfied”."
Muridah,مُرِيدَة,N/A,"Muridah is an Arabic name for girls that means “seeker”, “desirous”. In Sufi literature it refers to the first rank of a student of Sufism."
Murihah,مُرِيحَة,N/A,"Murihah is an Arabic name for girls that means “gentle”, “lenient”, literally meaning “one who causes others to be relaxed”."
Mursalah,مُرْسَلَة,N/A,"Mursalah is an Arabic name for girls that means “message-bearer”, “messenger”, one who carries a message."
Murshidaa,مُرْشِدَا,N/A,Murshidaa is an Arabic name for girls that means “one who guides others to the right path”. It is a variant of Murshidah.
Murshidah,مُرْشِدَة,N/A,Murshidah is an Arabic name for girls that means “one who guides others to the right path”.
Mursilah,مُرْسِلَة,N/A,"Mursilah is an Arabic name for girls that means “one who sends a messenger”, “one who gives something to someone for delivery”."
Murzaqah,مُرْزَقَة,N/A,"Murzaqah is an Arabic name for girls that means “blessed”, “fortunate”."
Murziqah,مُرْزِقَة,N/A,"Murziqah is an Arabic name for girls that means “giver of provision”, one who takes care of the needs of people and provides them with food and other necessities."
Murziyah,مُرْضِيَة,N/A,"Murziyah is an Arabic name for girls that means “one does acts or gives gifts/charity that gain other people’s approval”, “one who satisfies”."
Musabbihah,مُسَبِّحَة,N/A,"Musabbihah is an Arabic name for girls that means “one who remembers God often”, “one who glorifies God often”."
Musadah,مُسْعَدَة,N/A,"Musadah is an Arabic name for girls that means “happy”, “joyful”."
Musamma,مُسَمَّى,N/A,"Musamma is an Arabic name for boys and girls that means “definite”, “determined”, “specified”. It is used 21 times in the Quran."
Musawiyah,مُسَاوِيَة,N/A,"Musawiyah is an Arabic name for girls that means “equal”, “equivalent”."
Musawwarah,مُصَوَّرة,N/A,"Musawwarah is an Arabic name for girls that means “formed”, “shaped”, “pictured”, “imagined”. In modern Arabic it means “photographed”, “painted”, something or someone that has been photographed or painted."
Musedat,مُسْعِدَت,N/A,"Musedat is the Turkish form of the Arabic name Musedah which means “one who makes others happy”, “one who brings joy”. It also means “helper”."
Musfira,مسفرة,N/A,"Musfira means “glowing with happiness”, especially used about a person’s face. It is used in the Quran in 80:38:"
Mushadaa,مُشَدَا,N/A,"Mushadaa is an Arabic name for girls that means “one who is at the pinnacle of strength”, “one who is at the pinnacle of knowledge”, a person is very wise or strong."
Mushiah,مُشِعَّة,N/A,"Mushiah is an Arabic name for girls that means “radiant”, “radiating”."
Mushilah,مُشْعِلة,N/A,"Mushilah is an Arabic name for girls that means “kindler”, “lighter”, one who lights or kindles a lamp or fire."
Mushirah,مُشِيرة,N/A,"Mushirah is an Arabic name for girls that means “one who gestures”, “one who guides”, “one who gives advice”."
Mushtari,مُشْتَرِي,N/A,"Mushtari is an Arabic name for girls that refers to the planet known as Jupiter in English, which is the largest planet in the Solar System."
Musidah,مُسْعِدَة,N/A,"Musidah is an Arabic name for girls that means “one who makes others happy”, “one who brings joy”. It also means “helper”."
Musirrah,مُسِرَّة,N/A,"Musirrah is an Arabic name for girls that means “one who says things that bring joy and happiness to others”, “one who makes others happy”."
Muskah,مُسْكَة,N/A,"Muskah is an Arabic name for girls that means “sense”, “intelligence”."
Muslihah,مُصْلِحة,N/A,"Muslihah is an Arabic name for girls that means “good-doer” (opposite of “corrupter”), “improver”, “reformer”."
Muslimaa,مُسْلِمَاء,N/A,"Muslimaa is an Arabic name for girls that means “Muslim girl”, “Muslim woman”. It is a variant of Muslimah."
Muslimah,مُسْلِمَة,N/A,"Muslimah is an Arabic name for girls that means “Muslim girl”, “Muslim woman”."
Muslimati,مُسْلِمَاتي,N/A,"Muslimati is an Arabic name for girls that means “Muslim woman”, “Muslim girl”, it is an attribution to Muslimat, which is the plural of Muslimah."
Mutairah,مُطَيْرة,N/A,Mutairah is an Arabic name for girls that means “rain”.
Muteeah,مُطِيعَة,N/A,"Muteeah is an Arabic name for girls that means “obedient”, “compliant”."
Muthailah,مُثَيْلَة,N/A,"Muthailah is an Arabic name for girls that means “exemplary”, “model”, “ideal”, a person whose virtues are an example to others."
Muthalaa,مُثَلَاء,N/A,"Muthalaa is an Arabic name for girls that means “exemplary”, “model”, “ideal”. It is the plural of Matheel."
Muthlaa,مُثْلَى,N/A,"Muthlaa is an Arabic name for girls that means “exemplary”, “model”, “ideal”, “peerless”."
Mutmaanah,مُطْمَئَنَّة,N/A,"Mutmaanah is an Arabic name for girls that means “sure of heart”, “tranquil”, “one who is at peace”."
Mutmainnah,مُطْمَئِنَّة,N/A,"Muymainnah is an Arabic name for girls that means “sure of heart”, “tranquil”, “one who is at peace”, “serene”."
Muyassarah,مُيَسَّرة,N/A,"Muyassarah is an Arabic name for girls that means “facilitated” “made easy”, “successful”, “blessed”."
Muyassirah,مُيَسِّرَة,N/A,"Muyassirah is an Arabic name for girls that means “facilitator”, “one who makes something easy or possible”."
Muzainah,مُزَيْنَة,N/A,Muzainah is an Arabic name for girls that means “rain-bearing cloud”. It is the feminine diminutive form of Muzn.
Muzayyanah,مُزَيَّنَة,N/A,"Muzayyanah is an Arabic name for boys that means “beautified”, “adorned”."
Muzdalifa,مُزْدَلِفَة,N/A,"Muzdalifa is an indirect Quranic name for girls that refers to a place between Mount Arafah and Mina, which the pilgrims pass through during Haj proceedings. Muzdalifa is derived from the Z-L-F Quranic root which has meanings of “closeness”, “nearness” (opposite “distance”). It is said that Muzdalifa was named such due to its closeness to Mount Arafah."
Muzeeah,مُضِيئة,N/A,"Muzeeah is an Arabic name for girls that means “radiant”, “full of light”, “brilliant”, “dazzling”."
Muzhirah,مُزْهِرَة,N/A,"Muzhirah is an Arabic name for girls that means “blooming”, plant whose flowers are opening."
Muzna,مُزنة,N/A,"Muzna is an indirect Quranic name for girls that means “white cloud”, “rain-bearing cloud”, “rain”. It is derived from the M-Z-N root which is used in the Quran in 56:69."
Naaima,نَاعِمَة,N/A,"Naaima is an indirect Quranic name for girls that means “soft”, “gentle”, “blessed”, “living a good life”. It is derived from the N-AIN-M root which is used in many places in the Quran"
Nada,ندى، نداء,N/A,"Nada is a Quranic name for girls that means “goodness”, “blessedness”. Spelled in a different way in Arabic, but pronounced the same way, it would also mean “call”, “plea”, “prayer”, “supplication.” It is not directly mentioned in the Quran but it derived from the N-D-Y root which is used in many places in the Quran:"
Naddaa,ندَّاء,N/A,Naddaa is an Arabic name for girls that means “generous”.
Nadiaa,نَاديا,N/A,Nadiaa is an Arabic name for girls that means “caller” (someone one calls another person by their name). It is a variant of Nadia.
Nadiyah,نادية,N/A,Nadia is an Arabic name for girls that means “caller” (someone one calls another person by their name).
Naeema,نعيمة,N/A,"Naeema is an indirect Quranic name for girls that means “in a state of bliss”, “happy”, “not worried”, “blessed”. It is derived from N-Ain-M root which is used in many places in the Quran."
Naeemaat,نَعِيمات,N/A,"Naeemaat is an Arabic name for girls that means “bliss”, “blessings”."
Nafahat,نَفَحات,N/A,"Nafahat is an Arabic name for girls that means “gifts”, “presents”. It also means “good scent”."
Nafeesa,نفيسة,N/A,"Nafeesa is an indirect Quranic name for girls. It means valuable, precious, extremely desired. It’s literal meaning is “something so good and valuable that people compete for it”, derived from the N-F-S root (to breathe, to compete), which is mentioned in many places in the Quran."
Nafizah,نَافِذَة,N/A,"Nafizah is an Arabic name for girls that means “influential”, “powerful”."
Naflah,نَفْلة,N/A,"Naflah is an Arabic name for girls that means “voluntary good deed”, a good deed that someone does though it is not requested of them."
Nahjah,نَهْجَة,N/A,"Nahjah is an Arabic name for girls that means “clear”, “”apparent”, “clear path”, “clear method”."
Nahwah,نَهْوَة,N/A,"Nahwah is an Arabic name for girls that means “wisdom”, “intelligence”."
Naifah,نَائِفَة,N/A,"Naifah is an Arabic name for girls that means “elevated”, “high”, “towering”."
Naira,نَائِرَة,N/A,"Naira is an Arabic name for girls that means “radiant”, “brilliant”, “full of light”."
Najdah,نَجْدَة,N/A,Najdah is an Arabic name for girls that means “bravery in battle”. It also means “rescue”.
Najdiyyah,نَجْديَّة,N/A,"Najdiyyah is an Arabic name for girls that means “one who comes from the highlands”, “one who comes from the region of Najd in Arabia”."
Najeedah,نَجِيدة,N/A,"Najeedah is an Arabic name for girls that means “lioness”, “brave”."
Najeemah,نَجِيمة,N/A,"Najeemah is an Arabic name for girls that means “radiant”, “brilliant”."
Najidaa,نَاجِدَا,N/A,"Najidaa is an Arabic name for girls that means “supporter”, “rescuer”, “brave”. It is a variant of Najidah."
Najidah,ناجدة,N/A,"Najidah is an Arabic name for girls that means “supporter”, “rescuer”, “brave”."
Najiyah,نَاجِية,N/A,"Najiyah is an Arabic name for girls that means “survivor”, “rescued person”, “delivered and saved person”."
Najiyyah,نَجِيَّة,N/A,"Najiyyah is an Arabic name for girls that means “rescuer”, “savior”."
Najma,نَجْمَة,N/A,"Najma is an indirect Quranic name for girls that means “star”, “any brilliant heavenly body (including planets, such as Venus)”, “source of inspiration”. The word Najma is derived from the N-J-M root which is used in many places in the Quran."
Najmaa,نَجْمَا,N/A,Najmaa is an Arabic name for girls that means “star”. It is a variant of Najmah.
Najmiyyah,نَجْمِيَّة,N/A,"Najmiyyah is an Arabic name for girls that means “star-like”, one who is like a star in radiance and beauty."
Najumah,نَجومة,N/A,"Najumah is an Arabic name for girls that means “radiant”, “brilliant”."
Najwa,نَجْوى,N/A,"Najwa is an Arabic name for girls that means “whispering”, “intimate conversation”."
Nakhlah,نَخْلَة,N/A,"Nakhlah is an Arabic name for girls that means “date palm”, the tree that produces dates."
Namaa,نَعْمَاء,N/A,"Namaa is an Arabic name for girls that means “luxury”, “ease of life”."
Naqeeba,نَقِيْبَة,N/A,"Naqeeba is an indirect Quranic name for girls that means “representative”, “leader”. It is derived from the N-Q-B root which is used three times in the Quran."
Naqilah,نَاقِلَة,N/A,"Naqilah is an Arabic name for girls that means “transporter”. It also means “copyist”, “narrator”."
Naratain,نَوْرَتَيْن,N/A,"Nauratain is an Arabic name for girls that means “flowers”, “white flowers”, it is a plural form of Nawr."
Nareen,نارین,N/A,"Narin is a Persian name for girls that means “rosy”, “fresh”, “passionate”, literally meaning “like pomegranate”, “like pomegranate flower”."
Narina,نارینه,N/A,"Narina is a Persian name for girls that means “rosy”, “fresh”, “passionate”, literally meaning “like pomegranate”, “like pomegranate flower”."
Narinaa,نارینا,N/A,"Narinaa is a Persian name for girls that means “rosy”, “fresh”, “passionate”, literally meaning “like pomegranate”, “like pomegranate flower”."
Naroon,ناروُن,N/A,"Naroon is a Persian name for girls that means “pomegranate tree”, “pomegranate”."
Narvan,ناروَن,N/A,Narvan is a Persian name for girls that means “elm tree”.
Naseeba,نَسِيْبَة,N/A,"Naseeba is an indirect Quranic name for girls that means “appropriate”, “fitting”, “proper” and “noble”, “ladylike”. It is derived from the N-S-B root (lineage) which is used in many places in the Quran."
Naseefa,نسيفة,N/A,"Naseefa is an indirect Quranic name for girls. It means “speech that is spoken in secret”. It is derived from the N-S-F root which has meanings of scattering, uprooting, and speaking in secret."
Naseeraa,نَصِيرا,N/A,"Naseeraa is an Arabic name for girls that means “helper”, “supporter”. It is a variant of Naseeraa."
Nashia,نَاشِئَة,N/A,"Nashia is an Arabic name for girls that means “young woman”, “young generation”, “young people”."
Nasihah,نَاصِحَة,N/A,"Nasihah is an Arabic name for girls that means “giver of advice”, “giver of good guidance”."
Nasikah,ناسكة,N/A,"Nasik is an Arabic name for girls that means “worshiper”, “devoted to God’s worship”."
Nasikhah,ناسخة,N/A,"Nasikhah is an Arabic name for girls that means “copyist”, “clerk”. It also means “changer”, “editor”, “blotter”, a person who makes changes to a text."
Nasirah,نَصِيرة,N/A,"Naseerah is an Arabic name for girls that means “helper”, “supporter”."
Nasraa,نَصْرَاء,N/A,"Nasraa is an Arabic name for girls that means “helper”, “support”."
Nauratan,نَوْرتَان,N/A,"Nauratan is an Arabic name for girls that means “flowers”, “white flowers”, it is a plural form of Nawr."
Nawal,نوال,N/A,"Nawal is an indirect Quranic name for girls that means “gift”, “blessing”, “bestowal”. It is derived from the N-Y-L root (to reach, to accomplish, to get) which is used in a number of places in the Quran."
Nawat,نَوَات,N/A,"Nawat is an Arabic name for girls that “kernel”, “seed”, “pip”, “core”, “nucleus”."
Nawlaa,نَوْلا,N/A,"Nawlaa is an Arabic name for girls that means “gift”, “present”, “bestowal”, “blessing”."
Nawr,نَوْر,N/A,"Nawr is an Arabic name for girls that means “white flower”. It also means “radiance”, “brilliance”."
Nawraa,نَوَراء,N/A,"Nawaraa is an Arabic name for girls that means “beautiful”, “glowing and radiant”."
Nawrah,نَوْرة,N/A,Nawrah is an Arabic name for girls that means “flower”.
Nawwal,نَوَّال,N/A,"Nawwal is an Arabic name for girls that means “generous”, “noble”."
Nawwarah,نَوَّارة,N/A,"Nawwarah is an Arabic name for girls that means “brilliant”, “dazzling”, “radiant”."
Nayamee,نَيْعَمِي,N/A,"Nayamee is an Arabic name for girls that means “blissful”, “one who lives in ease and luxury”."
Nayla,نائلة,N/A,"Nayla is an indirect Quranic name for girls that means “winner”, “go-getter”, “gracious” and “charitable”."
Naylaa,نَائِلَا,N/A,"Naylaa is an Arabic name for girls that means “acquirer”, “achiever”, “obtainer”, “winner”. It is a non-standard variant of Nayla."
Naylaa,نَيْلَا,N/A,"Naylaa is an Arabic name for girls that means “bestowal”, “gift”, something given freely, and figuratively meaning “gift from God”. It is a variant of the word Naylah."
Nayyirah,نَيِّرة,N/A,"Nayyirah is an Arabic name for girls that means “radiant”, “brilliant”, “full of light” and figuratively “beautiful”."
Nazaara,نَضَارَة,N/A,"Nazaara is an indirect Quranic name for girls that means “brilliance”, “radiance”, “to be glowing”, “happiness”. It is derived from the N-DHAD-R root which is used in many places in the Quran."
Nazeerah,نَضِيرة,N/A,"Nazeerah is an Arabic name for girls that means “beautiful”, “delicate”."
Nazeerah,نَذِيرة,N/A,"Nazeerah is an Arabic name for girls that means “warner”, “cautioner”."
Nazimah,نَاظِمَة,N/A,"Nazimah is an Arabic name for girls that means “organizer”, “arranger”, “adjuster”, “regulator”."
Nazira,ناضرة,N/A,Nazira describes beauty and radiance in a person’s face. The Quran uses the word to describe the faces of the residents of Jannah (Paradise).
Nazra,نضرة,N/A,Nazra (also pronounced Nadra) is a direct Quranic name for girls that means means “glow and happiness of the face”. It is used in the Quran in two places:
Neima,نِعْمَة,N/A,"Neima is an Arabic name for girls that means “blessing”, “favor from God”, “gift from God”. It is used 49 times in the Quran."
Neimaat,نِعْمَات,N/A,"Neimaat is an Arabic name for girls that means “blessings”, the good things bestowed on humans by God."
Niam,نِعَم,N/A,"Niam is an Arabic name for girls that means “blessings”, the good things that God bestows upon humans."
Nida,نِداء,N/A,"Nida is a Quranic name for girls that means “plea”, “call”, “prayer”. It is directly mentioned in the Quran twice:"
Niddat,نِدّات,N/A,"Niddat is an Arabic name for girls that means “equivalent”, “equal in rank or importance”. It is the plural of Nidd."
Nihlah,نِحْلَة,N/A,"Nihlah is an Arabic name for girls that means “gift”, “present” (something given freely). It also means “creed”, “belief”."
Nilaa,نِيلا,N/A,"Nilaa is an Arabic name for girls that means “water hyacinth”, which is a group of beautiful flowering plants (scientific name Eichhornia). It is a variant of Nilah. It can also refer to a navy blue pigment extracted from said plants."
Nilah,نِيلَة,N/A,"Nilah is an Arabic name for girls that means “water hyacinth”, which is a group of beautiful flowering plants (scientific name Eichhornia). It can also refer to a navy blue pigment extracted from said plants."
Niliyyah,نيليّة,N/A,"Niliyyah is an Arabic name for girls that means “beautiful”, literally meaning “one who is like a water hyacinth”, which is a type of flowering plant. It can also mean “belonging to the Nile river”, “like the Nile river”."
Nisa,نِسَاء | نِسَا,N/A,Nisa is an Arabic name for girls that means “women”.
Nisbah,نِسْبَة,N/A,"Nisbah is an Arabic name for girls that means “relationship”, “connection”, “harmony”, “proportion”."
Niswah,نِسْوة,N/A,Niswah is an Arabic name for girls that means “women”.
Niyyat,نِيَّات,N/A,"Niyyat is an Arabic name for girls that means “intentions”, “goals”, “aims”."
Noon,نُون,N/A,Noon is an Arabic name for girls that means “sword blade”. It also means “whale”.
Nooni,نُونِي,N/A,"Nooni is an Arabic name for girls that means “sharp”, “like a sword blade”."
Nouran,نوران,N/A,"Nouran is a Persian name for girls that means “radiant”, “glowing”, figuratively meaning “beautiful”, from the Arabic word Nour (“light”) and the Persian suffix an (“of”, “like”)."
Nouranghiz,نورانگيز,N/A,"Nouranghiz is an Arabic-Persian name for girls that means “bringer of light and radiance”, “beautiful”, from the Arabic word Nour (“light”) and the Persian word anghiz (“creator”, “causer”)."
Noursaba,نورصبا,N/A,"Noursaba is an Arabic-Persian name for girls that is made up of two Arabic words joined in the Persian fashion: Noor (“light”) and Saba (“dawn breeze”). The figurative meaning of Saba is “inspiration”, “blessings”, thus the name means “ray of inspiration”, “a light that brings blessings”."
Nuaimaat,نُعَيْمَات,N/A,"Nuaimaat is an Arabic name for girls that means “soft”, “delicate”."
Nuaimah,نُعَيْمة,N/A,"Nuaimah is an Arabic name for girls that means “soft”, “delicate”. It also means “blessing”"
Nuha,نُهى,N/A,"Nuha is a direct Quranic name for girls that means “ability to think”, “intelligence”, “mind”, “reason”, “intellect”. Nuha is used twice in the Quran, in the following verses:"
Nuhiah,نُهْية,N/A,"Nuhiah is an Arabic name for girls that means “intelligence”, “wisdom”."
Nujaidah,نُجَيْدَة,N/A,"Nujaidah is an Arabic name for girls that means “rescue”, being the diminutive form Najdah."
Nujaimah,نُجَيْمة,N/A,"Nujaimah is an Arabic name for girls that means “little star”, it is the diminutive form of Najmah."
Nujud,نُجود,N/A,"Nujud is an Arabic name for girls that mean “elevation”, “highness”, “clarity”. It is also the plural of Najd, meaning “highlands”, “plateaus”."
Nuqrah,نُقْرة,N/A,"Nuqrah is an Arabic name for girls that means “piece of gold”, “piece of silver”, thus figuratively meaning “precious”, “valuable”."
Nura,نورة,N/A,"Nura is a variant of the Quranic name Nur. Nura means light (the opposite of darkness), radiant (something that gives off light on its own, such as a star), light (as in ‘ray of light’). Please look at Nur for more information on this name."
Nuraa,نُورا,N/A,Nuraa is an Arabic name for girls that means “light”. It is a variant of the name Nura.
Nuralain,نور العين,N/A,"Nuralain is an indirect Quranic name for girls that means “bringer of happiness”, “remover of sadness”, “one who brings calm and serenity to the heart”. It is formed from Nur (“light”) and al-Ain (“the eyes”), the literal meaning of which is “light of the eye”, i.e. “brilliant to behold”. Both Nur and Ain are direct Quranic words."
Nurat,نُورَت,N/A,"Nurat is te Turkish form of the Arabic girl name Nurah which means “light”, being the feminine form of Nur."
Nureen,نورين,N/A,"Nureen is an indirect Quranic name for girls that means “made of light”, “brilliant”, “dazzling”. It is formed from Arabic Noor (light) and Persian -een (made of, like, full of). The word Noor is mentioned in many places in the Quran, for this reason we consider Nureen an indirect Quranic name."
Nuriyah,نوريّة,N/A,"Nuriyah is an indirect Quranic name for girls that means “radiant”, “brilliant”. It is derived from the N-W-R Quranic root."
Nurtaj,نُوُرتَاج,N/A,"Nurtaj is an Arabic name for girls that is formed from the word Nur (“light”) and taj (“crown”), thus meaning “crown of light”. Since taj can be used to add emphasis to names, the meaning can also be “the most powerful light”, “the most beautiful light”."
Nusaiba,نُسَيْبَة,N/A,"Nusaiba is an indirect Quranic name for girls that means “appropriate”, “fitting”, “proper” and “noble”, “ladylike”. It is derived from the N-S-B root (lineage) which is used in many places in the Quran."
Nusairah,نُصَيْرة,N/A,"Nusairah is an Arabic name for girls that means “victory”, “triumph”."
Nusrah,نُصْرَة,N/A,"Nusrah is an indirect Quranic name for girls that means “to support”, “to strengthen”, “to defend”. It is derived from the N-SAAD-R root which is used in many places in the Quran."
Nusrat,نُصْرَت,N/A,"Nusrat is an indirect Quranic name for girls. It is variant of Nusrah. You can use either Nusrat or Nusrah, whichever one you like more. For more details see: Nusrah"
Nuwairah,نُوَيْرة,N/A,"Nuwairah is an Arabic name for girls that means “little flower” “little fire”, “light”, “radiance”. It is the feminine form of Nuwair."
Nuwwar,نُوَّار,N/A,"Nuwwar is an Arabic name for girls that means “flowers”, “blossoms”."
Nuwwarah,نُوَّارة,N/A,"Nuwwarah is an Arabic name for girls that means “flowers”, “blossoms”."
Nuzairah,نُضَيْرة,N/A,"Nuzairah is an Arabic name for girls that means “radiant”, “flourishing”, “glowing”."
Nuzairah,نُذَيرة,N/A,"Nuzairah is an Arabic name for girls that means “warner”, “cautioner”."
Ohda,عُهْدَة,N/A,"Ohda is an Arabic name for girls that means “responsibility”, “trusteeship”, “guardianship”, “custody”, “care”."
